id,name,lat,lon,area,margem,locality,municipality_id,municipality_name,district_id,district_name,region_id,region_name,stops,Implementação,Tipologia,verification_status
300,Av A Bern Cabral Macedo (Pq Poetas),38.704240,-9.301582,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120619,1.ª Fase,Exterior,Instalado por Verificar
301,Av Prof Dr Cavaco Silva 19,38.739087,-9.304712,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,121104,1.ª Fase,Exterior,Instalado por Verificar
302,Av J Freitas Branco (Lgo Qta Jardim),38.711070,-9.271170,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120599,1.ª Fase,Exterior,Instalado e Verificado
303,Oeiras (Estação) P8 Entrada Norte,38.688570,-9.316580,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,121270,1.ª Fase,Exterior,Instalado e Verificado
305,Largo Pátria Nova,38.725440,-9.246060,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120279,1.ª Fase,Exterior,Instalado e Verificado
306,Carnaxide (Av Portugal),38.726770,-9.244410,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120097,1.ª Fase,Exterior,Instalado e Verificado
307,Av Prof Reinaldo Santos (Hosp Sta Cruz),38.727445,-9.234227,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120037,1.ª Fase,Exterior,Instalado e Verificado
308,R João XXI (Igreja),38.719000,-9.263030,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120297,1.ª Fase,Exterior,Instalado e Verificado
309,R João XXI (Igreja),38.718880,-9.263050,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120313,1.ª Fase,Exterior,Instalado e Verificado
310,Caxias (Estação),38.698913,-9.274105,1,norte,Caxias,1110,Oeiras,11,Lisboa,PT170,AML,120587,1.ª Fase,Exterior,Instalado por Verificar
311,R Figueirinha 33,38.697218,-9.306190,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120747,1.ª Fase,Exterior,Instalado por Verificar
312,Oeiras (Estação) P9 Entrada Sul,38.688136,-9.317462,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,121187,1.ª Fase,Exterior,Instalado e Verificado
313,Porto Salvo (B Auto Construção),38.722462,-9.307791,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120943,1.ª Fase,Exterior,Instalado por Verificar
314,Paço de Arcos (Estação Norte),38.698695,-9.291147,1,norte,Paço de Arcos,1110,Oeiras,11,Lisboa,PT170,AML,120605|120627,1.ª Fase,Exterior,Instalado por Verificar
315,"Estr Paço Arcos (Supermercado)
",38.705910,-9.295140,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120611,1.ª Fase,Exterior,Instalado e Verificado
316,Av Forte (Proteção Civil),38.720024,-9.234679,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120275,1.ª Fase,Exterior,Instalado e Verificado
317,Taguspark (Rotunda Sef),38.735852,-9.299635,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,121105,1.ª Fase,Exterior,Instalado por Verificar
318,Av Prof Dr Cavaco Silva (Ist),38.738011,-9.304189,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,121103,1.ª Fase,Exterior,Instalado por Verificar
319,R Damião Góis (Palácio Anjos),38.699234,-9.230676,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120079,1.ª Fase,Exterior,Instalado e Verificado
320,Av Gen Norton Matos (PSP),38.711436,-9.225674,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120345,1.ª Fase,Exterior,Instalado e Verificado
321,Av 25 de Abril - Central Park,38.716906,-9.238135,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120241,1.ª Fase,Exterior,Instalado e Verificado
322,Av 25 de Abril 16,38.715364,-9.241239,1,norte,,1110,Oeiras,11,Lisboa,PT170,AML,120167,1.ª Fase,Exterior,Instalado e Verificado
323,Rua Manuel Caetano,38.567300,-8.940715,4,sul,Quinta do Anjo,1508,Palmela,15,Setúbal,PT170,AML,130081,1.ª Fase,Exterior,Instalado e Verificado
324,Palmela (Terminal Rodoviário),38.570311,-8.905096,4,sul,Palmela,1508,Palmela,15,Setúbal,PT170,AML,130801|130802|130803|130804|130805|130806|130807,1.ª Fase,Exterior,Instalado e Verificado
325,EN 379 - X - EN 252,38.576385,-8.889908,4,sul,Volta da Pedra,1508,Palmela,15,Setúbal,PT170,AML,130017,1.ª Fase,Exterior,Instalado e Verificado
326,EN379 X EN252,38.576509,-8.889774,4,sul,Volta da Pedra,1508,Palmela,15,Setúbal,PT170,AML,130018,1.ª Fase,Exterior,Instalado e Verificado
330,Rua 25 Abril - Ringue,38.599233,-9.004544,4,sul,Bairro Alentejano,1508,Palmela,15,Setúbal,PT170,AML,130684,1.ª Fase,Exterior,Instalado e Verificado
331,Av. Visc. do Tojal 56,38.575002,-8.903191,4,sul,Palmela,1508,Palmela,15,Setúbal,PT170,AML,130026,1.ª Fase,Exterior,Instalado por Verificar
332,Escola Básica dos 2º e 3º ciclos,38.628733,-8.912599,4,sul,Pinhal Novo,1508,Palmela,15,Setúbal,PT170,AML,130378,1.ª Fase,Exterior,Instalado e Verificado
333,Avenida Liberdade (Correios),38.584074,-8.691165,4,sul,Águas de Moura,1508,Palmela,15,Setúbal,PT170,AML,130708,1.ª Fase,Exterior,Instalado e Verificado
334,Praça José Maria dos Santos,38.631421,-8.915842,4,sul,Pinhal Novo,1508,Palmela,15,Setúbal,PT170,AML,130228|139804,1.ª Fase,Exterior,Instalado e Verificado
335,EN5-Passagem de Nível,38.634229,-8.742044,4,sul,Poceirão,1508,Palmela,15,Setúbal,PT170,AML,130159,1.ª Fase,Exterior,Instalado e Verificado
336,Avenida Visconde Tojal 278,38.556439,-8.967351,4,sul,Cabanas,1508,Palmela,15,Setúbal,PT170,AML,130122,1.ª Fase,Exterior,Instalado e Verificado
339,Avenida Vale de Milhaços 30,38.638960,-9.153290,3,sul,Corroios,1510,Seixal,15,Setúbal,PT170,AML,140350,1.ª Fase,Exterior,Instalado e Verificado
340,Rua Gil Vicente (X) Rua Pedro Nunes,38.617786,-9.102043,3,sul,Arrentela,1510,Seixal,15,Setúbal,PT170,AML,140048,1.ª Fase,Exterior,Instalado e Verificado
341,Seixal (Terminal Fluvial) - P1 - P2,38.647237,-9.096285,3,sul,Seixal,1510,Seixal,15,Setúbal,PT170,AML,140073|149994,1.ª Fase,Exterior,Instalado e Verificado
342,Seixal (Terminal Fluvial) - P3 - P4,38.646986,-9.095834,3,sul,Seixal,1510,Seixal,15,Setúbal,PT170,AML,140074|140733,1.ª Fase,Exterior,Instalado e Verificado
345,Avenida 25 de Abril 79,38.641336,-9.150793,3,sul,Corroios,1510,Seixal,15,Setúbal,PT170,AML,140707,1.ª Fase,Exterior,Instalado e Verificado
346,Rua das Flores (Centro de Saúde),38.645381,-9.147122,3,sul,Corroios,1510,Seixal,15,Setúbal,PT170,AML,140724,1.ª Fase,Exterior,Instalado e Verificado
347,Rua Brejos da Piedade (Zona Comercial),38.612239,-9.105489,3,sul,Arrentela,1510,Seixal,15,Setúbal,PT170,AML,140586,1.ª Fase,Exterior,Instalado e Verificado
348,Avenida 25 de Abril (Rotunda),38.640656,-9.150635,3,sul,Corroios,1510,Seixal,15,Setúbal,PT170,AML,140705,1.ª Fase,Exterior,Instalado e Verificado
349,Escola Básica Carlos Ribeiro,38.597126,-9.092383,3,sul,Pinhal de Frades,1510,Seixal,15,Setúbal,PT170,AML,140423,1.ª Fase,Exterior,Instalado e Verificado
350,Alameda 25 de Abril,38.650487,-9.143191,3,sul,Miratejo,1510,Seixal,15,Setúbal,PT170,AML,140727,1.ª Fase,Exterior,Instalado e Verificado
351,N10 Ft Armazens da Lavoura de Almada e Seixal,38.616791,-9.110931,3,sul,Amora,1510,Seixal,15,Setúbal,PT170,AML,140129,1.ª Fase,Exterior,Instalado e Verificado
352,Avenida 1º Maio - Rotunda,38.623962,-9.125898,3,sul,Amora,1510,Seixal,15,Setúbal,PT170,AML,140131,1.ª Fase,Exterior,Instalado e Verificado
353,Pinhal Conde da Cunha,38.610642,-9.134959,3,sul,Amora,1510,Seixal,15,Setúbal,PT170,AML,140193,1.ª Fase,Exterior,Instalado e Verificado
354,Avenida 25 de Abril 581,38.584688,-9.095908,3,sul,Pinhal de Frades,1510,Seixal,15,Setúbal,PT170,AML,140415,1.ª Fase,Exterior,Instalado e Verificado
355,Avenida 5 de Outubro (Rotunda),38.556792,-9.061379,3,sul,Fernão Ferro,1510,Seixal,15,Setúbal,PT170,AML,140809,1.ª Fase,Exterior,Instalado e Verificado
356,Avenida dos Resistentes Antifascistas Ft 57,38.617614,-9.105788,3,sul,Arrentela,1510,Seixal,15,Setúbal,PT170,AML,140228,1.ª Fase,Exterior,Instalado e Verificado
357,Avenida Albano Pereira 5,38.640569,-9.099348,3,sul,Seixal,1510,Seixal,15,Setúbal,PT170,AML,140068,1.ª Fase,Exterior,Instalado e Verificado
358,Avenida 25 de Abril - Ft 581,38.584682,-9.095765,3,sul,Pinhal de Frades,1510,Seixal,15,Setúbal,PT170,AML,140416,1.ª Fase,Exterior,Instalado e Verificado
359,Avenida dos Resistentes Antifascistas 69,38.617083,-9.105586,3,sul,Arrentela,1510,Seixal,15,Setúbal,PT170,AML,140227,1.ª Fase,Exterior,Instalado e Verificado
360,Rua Silva Alves Cunha (Mercado Municipal),38.643403,-9.099154,3,sul,Seixal,1510,Seixal,15,Setúbal,PT170,AML,140247,1.ª Fase,Exterior,Instalado e Verificado
361,Av. Principal Lt. 2594,38.568613,-9.046527,3,sul,Quinta do Conde,1511,Sesimbra,15,Setúbal,PT170,AML,150022,1.ª Fase,Exterior,Instalado por Verificar
362,Terminal Rodoviário Sesimbra,38.445620,-9.099706,3,sul,Sesimbra,1511,Sesimbra,15,Setúbal,PT170,AML,150051|150052|150455,1.ª Fase,Exterior,Instalado e Verificado
363,R. Dr. Alberto Leite (Jardim),38.462298,-9.102498,3,sul,Santana,1511,Sesimbra,15,Setúbal,PT170,AML,150067,1.ª Fase,Exterior,Instalado e Verificado
364,R. Dr. Alberto Leite (Ft. Jardim),38.462145,-9.102467,3,sul,Santana,1511,Sesimbra,15,Setúbal,PT170,AML,150070,1.ª Fase,Exterior,Instalado e Verificado
365,EN378 Ft. 55,38.470898,-9.100797,3,sul,Santana,1511,Sesimbra,15,Setúbal,PT170,AML,150223,1.ª Fase,Exterior,Instalado e Verificado
366,Alameda Salgeiro Maia (Ft. Posto Combustivel),38.572361,-9.036989,3,sul,Quinta do Conde,1511,Sesimbra,15,Setúbal,PT170,AML,150009,1.ª Fase,Exterior,Instalado e Verificado
367,Avenida Norton de Matos - Jardim,38.565027,-9.037068,3,sul,Quinta do Conde,1511,Sesimbra,15,Setúbal,PT170,AML,150013,1.ª Fase,Exterior,Instalado e Verificado
368,Avenida Norton de Matos - Supermercado,38.565114,-9.037349,3,sul,Quinta do Conde,1511,Sesimbra,15,Setúbal,PT170,AML,150529,1.ª Fase,Exterior,Instalado e Verificado
369,Av. 25 de Abril (X) Av. das Gaivotas,38.453213,-9.120361,3,sul,Zambujal,1511,Sesimbra,15,Setúbal,PT170,AML,150199,1.ª Fase,Exterior,Instalado e Verificado
370,Avenida 10 de Junho - Rotunda,38.551539,-9.099557,3,sul,Quinta do Conde,1511,Sesimbra,15,Setúbal,PT170,AML,150563,1.ª Fase,Exterior,Instalado e Verificado
371,Av. da Liberdade 25,38.44425,-9.100273,3,sul,Sesimbra,1511,Sesimbra,15,Setúbal,PT170,AML,150453,1.ª Fase,Exterior,Instalado por Verificar
372,SETUBAL ITS - EXTERIOR P1,38.529898,-8.885879,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160067|160068,1.ª Fase,Exterior,Instalado e Verificado
373,Av. Luísa Todi (Lgo. do Carmo),38.523519,-8.895300,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160225,1.ª Fase,Exterior,Instalado por Verificar
374,Av Luísa Todi 195,38.522928,-8.895046,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160161,1.ª Fase,Exterior,Instalado e Verificado
375,AV ALEXANDRE HERCULANO - BONFIM,38.526835,-8.890498,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160123|160223,1.ª Fase,Exterior,Instalado e Verificado
376,Av 22 Dezembro (Escola de Condução),38.525150,-8.893968,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160105,1.ª Fase,Exterior,Instalado e Verificado
377,KM 39200 - Largo Combatentes,38.525054,-8.894627,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160531,1.ª Fase,Exterior,Instalado e Verificado
378,Hospital São Bernardo,38.529250,-8.881965,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160029,1.ª Fase,Exterior,Instalado e Verificado
379,Av Coração de Maria - Escola,38.540172,-8.876633,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160147,1.ª Fase,Exterior,Instalado e Verificado
380,Estrada de Algeruz,38.545030,-8.856172,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160293,1.ª Fase,Exterior,Instalado e Verificado
381,Alto da Estefanilha - IPS,38.523529,-8.839510,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160043,1.ª Fase,Exterior,Instalado e Verificado
382,Ft. Inst. Politécnico de Setúbal,38.523704,-8.839265,4,sul,Estefanilha,1512,Setúbal,15,Setúbal,PT170,AML,160044,1.ª Fase,Exterior,Instalado por Verificar
383,EN10 - Praça da República,38.519085,-9.013218,4,sul,Vila Nogueira de Azeitão,1512,Setúbal,15,Setúbal,PT170,AML,160747,1.ª Fase,Exterior,Instalado e Verificado
384,ESTR ALGERUZ - BOMBEIROS,38.538796,-8.866637,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160186,1.ª Fase,Exterior,Instalado e Verificado
386,Várzea (Terminal),38.539696,-8.887969,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,161001|161002|161003|161004|161006,1.ª Fase,Exterior,Instalado e Verificado
387,Avenida Luísa Todi,38.526235,-8.893880,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160351,1.ª Fase,Exterior,Relocalizar (Já Instalado)
388,Av. Gen. Daniel de Sousa Ft. 4,38.525652,-8.898653,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160433,1.ª Fase,Exterior,Instalado por Verificar
389,Avenida António Sérgio - Manteigadas,38.522625,-8.850871,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160051,1.ª Fase,Exterior,Instalado e Verificado
390,EN110 231,38.545987,-8.817900,4,sul,Cotovia,1512,Setúbal,15,Setúbal,PT170,AML,160658,1.ª Fase,Exterior,Instalado e Verificado
391,Escola Básica do Faralhão,38.522175,-8.818311,4,sul,Faralhão,1512,Setúbal,15,Setúbal,PT170,AML,160320,1.ª Fase,Exterior,Instalado e Verificado
392,Escola Básica de Vendas de Azeitão,38.529844,-8.991778,4,sul,Vendas Azeitão,1512,Setúbal,15,Setúbal,PT170,AML,160775,1.ª Fase,Exterior,Instalado por Verificar
393,EN10 Km34,38.540100,-9.026249,4,sul,Brejos de Azeitão,1512,Setúbal,15,Setúbal,PT170,AML,160805,1.ª Fase,Exterior,Instalado e Verificado
394,Praia da Figueirinha,38.484690,-8.945400,4,sul,Figueirinha,1512,Setúbal,15,Setúbal,PT170,AML,160819,1.ª Fase,Exterior,Instalado e Verificado
395,Av. Manuel Maria Portela Ft. 77,38.528193,-8.886457,4,sul,Setúbal,1512,Setúbal,15,Setúbal,PT170,AML,160141,1.ª Fase,Exterior,Instalado e Verificado
406,Av. do Brasil (Ft. Pq. Estacionamento),38.749387,-9.298603,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170725,1.ª Fase,Exterior,Instalado e Verificado
407,Av. Bons Amigos (Pq. Estacionamento),38.769514,-9.295143,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170459|172500,1.ª Fase,Exterior,Instalado e Verificado
408,Av. Bons Amigos (Ft. Pq. Estacionamento),38.769678,-9.295272,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170460|172621,1.ª Fase,Exterior,Instalado e Verificado
409,Mercês (Estação),38.793055,-9.329976,1,norte,Algueirão - Mem Martins,1111,Sintra,11,Lisboa,PT170,AML,170271|177322,1.ª Fase,Exterior,Instalado e Verificado
410,Praceta Astronautas,38.811483,-9.371213,1,norte,Sintra,1111,Sintra,11,Lisboa,PT170,AML,171305,1.ª Fase,Exterior,Instalado e Verificado
411,Portela de Sintra (Estação) Norte,38.802382,-9.376898,1,norte,Sintra,1111,Sintra,11,Lisboa,PT170,AML,172482|172481|172485|172483|170307|170391,1.ª Fase,Exterior,Instalado e Verificado
413,Av. Nossa Senhora da Esperança Ft. 172,38.847451,-9.437205,1,norte,São João das Lampas,1111,Sintra,11,Lisboa,PT170,AML,171493,1.ª Fase,Exterior,Instalado e Verificado
414,Av Liverdade 70,38.855941,-9.326021,1,norte,Pêro Pinheiro,1111,Sintra,11,Lisboa,PT170,AML,171271,1.ª Fase,Exterior,Instalado por Verificar
415,Av Liverdade 22,38.854736,-9.326226,1,norte,Pêro Pinheiro,1111,Sintra,11,Lisboa,PT170,AML,171319,1.ª Fase,Exterior,Instalado por Verificar
416,Av. 25 de Abril Ft. 120,38.783307,-9.304960,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170478,1.ª Fase,Exterior,Instalado e Verificado
417,EN 250 2 (X) Pça 5 Outubro,38.775970,-9.264080,1,norte,Belas,1111,Sintra,11,Lisboa,PT170,AML,170533,1.ª Fase,Exterior,Instalado por Verificar
418,Av Elias Garcia 149,38.769098,-9.307121,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170451,1.ª Fase,Exterior,Instalado por Verificar
419,Escola Básica Alfredo Silva,38.750901,-9.351402,1,norte,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,172235,1.ª Fase,Exterior,Instalado e Verificado
421,Av. da Dinarmarca Ft. 24,38.801743,-9.229808,1,norte,Casal de Cambra,1111,Sintra,11,Lisboa,PT170,AML,171617,1.ª Fase,Exterior,Instalado e Verificado
422,Av. de Lisboa 82,38.801873,-9.228437,1,norte,Casal de Cambra,1111,Sintra,11,Lisboa,PT170,AML,171555,1.ª Fase,Exterior,Instalado e Verificado
423,Av Elias Garcia 219,38.757340,-9.258690,1,norte,Queluz-Belas,1111,Sintra,11,Lisboa,PT170,AML,170925,1.ª Fase,Exterior,Instalado e Verificado
424,Terrugem (Igreja),38.847029,-9.378195,1,norte,Terrugem,1111,Sintra,11,Lisboa,PT170,AML,170024,1.ª Fase,Exterior,Instalado por Verificar
425,Terrugem (Igreja),38.847231,-9.378084,1,norte,Terrugem,1111,Sintra,11,Lisboa,PT170,AML,170023,1.ª Fase,Exterior,Instalado por Verificar
426,Rua Elias Garcia (Zona Comercial),38.777009,-9.335105,1,norte,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,170055,1.ª Fase,Exterior,Instalado e Verificado
427,Escola Secundária de Gama Barros,38.771071,-9.313626,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170444,1.ª Fase,Exterior,Instalado e Verificado
428,R. da Esperança (Centro Social e Paroquial),38.770907,-9.313395,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170443,1.ª Fase,Exterior,Instalado e Verificado
429,Estr. Paço de Arcos Ft. 9,38.768681,-9.305106,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170681,1.ª Fase,Exterior,Instalado e Verificado
430,Monte Abraão (Estação),38.755621,-9.266144,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,172105|170851|172480|172478,1.ª Fase,Exterior,Instalado e Verificado
431,Monte Abraão (Estação),38.755693,-9.266290,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,172197|172491|172537|172195|170929,1.ª Fase,Exterior,Instalado e Verificado
432,Algueirão - Mem Martins (Estação),38.797560,-9.341218,1,norte,Algueirão - Mem Martins,1111,Sintra,11,Lisboa,PT170,AML,172628|170095,1.ª Fase,Exterior,Instalado e Verificado
433,Algueirão - Mem Martins (Estação),38.796685,-9.342145,1,norte,Mem-Martins,1111,Sintra,11,Lisboa,PT170,AML,171125,1.ª Fase,Exterior,Instalado por Verificar
434,Av. Marginal (Estação),38.797542,-9.342558,1,norte,Algueirão - Mem Martins,1111,Sintra,11,Lisboa,PT170,AML,170197,1.ª Fase,Exterior,Instalado e Verificado
435,Rio de Mouro (Estação) Sul,38.784107,-9.321722,1,norte,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,172493|170073|172601|172492,1.ª Fase,Exterior,Instalado e Verificado
436,Rio de Mouro (Estação) Norte,38.785032,-9.322425,1,norte,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,170169,1.ª Fase,Exterior,Instalado e Verificado
437,Av. João de Deus 104,38.782067,-9.331224,1,norte,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,170080,1.ª Fase,Exterior,Instalado e Verificado
438,Massamá (Estação),38.752100,-9.283597,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,172479|172496,1.ª Fase,Exterior,Instalado e Verificado
439,R. Direita de Massamá (Jd.),38.756719,-9.275341,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,170919,1.ª Fase,Exterior,Instalado e Verificado
440,Queluz-Belas (Estação),38.759250,-9.257530,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,170599|172536|172477,1.ª Fase,Exterior,Instalado por Verificar
441,Av. José Elias Garcia 102,38.756483,-9.253823,1,norte,Queluz,1111,Sintra,11,Lisboa,PT170,AML,172476,1.ª Fase,Exterior,Instalado e Verificado
442,Portela de Sintra (Estação) Sul,38.802103,-9.377115,1,norte,Sintra,1111,Sintra,11,Lisboa,PT170,AML,170821|172533|172534,1.ª Fase,Exterior,Instalado e Verificado
443,Sintra (Estação),38.799854,-9.385010,1,norte,Sintra,1111,Sintra,11,Lisboa,PT170,AML,171923,1.ª Fase,Exterior,Instalado por Verificar
444,Av Bons Amigos 87 (Escola),38.771508,-9.292210,1,norte,Agualva-Cacém,1111,Sintra,11,Lisboa,PT170,AML,170462,1.ª Fase,Exterior,Instalado por Verificar
445,"En 10 (Escola) (Póvoa Sta Iria)
",38.860531,-9.065390,2,norte,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180703,1.ª Fase,Exterior,Instalado e Verificado
446,Lgo. Da. Júlia Palha,38.990844,-8.971823,2,norte,Castanheira do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180997,1.ª Fase,Exterior,Instalado e Verificado
447,Av. Infante D. Pedro (Ft. Farmácia),38.895643,-9.037310,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180213,1.ª Fase,Exterior,Instalado e Verificado
448,Alhandra (Linha Ferroviária),38.927942,-9.010510,2,norte,Alhandra,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180067,1.ª Fase,Exterior,Instalado e Verificado
449,"R Franc Per Junior (X) Pcta Alf Cunha
",38.866816,-9.069161,2,norte,Alhandra,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180668,1.ª Fase,Exterior,Instalado e Verificado
450,Jd. José Alvaro Vidal,38.896202,-9.039133,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180723,1.ª Fase,Exterior,Instalado e Verificado
451,Pc. Cova do Bicho,38.894726,-9.040173,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180721,1.ª Fase,Exterior,Instalado e Verificado
453,Av. D. Vicente Afonso Valente,38.861978,-9.074959,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180577,1.ª Fase,Exterior,Instalado e Verificado
454,Pq. da Calistenia Quintinha,38.861934,-9.074749,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180615,1.ª Fase,Exterior,Instalado e Verificado
455,EN10 (Millennium),38.855757,-9.071170,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180610,1.ª Fase,Exterior,Instalado e Verificado
456,"R Républica 46 (Terminal)
",38.860649,-9.063674,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180635,1.ª Fase,Exterior,Instalado e Verificado
457,EN10 (Clube de Ténis),38.900498,-9.036791,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180099,1.ª Fase,Exterior,Instalado e Verificado
458,EN10 (Frente Jardim),38.899162,-9.037265,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180055,1.ª Fase,Exterior,Instalado e Verificado
459,"En 10 (Cebi)
",38.892697,-9.042161,2,norte,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180720,1.ª Fase,Exterior,Instalado e Verificado
460,"R Calouste Gulbenkian 17 (Povos)
",38.973834,-8.983217,2,norte,Vialonga,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180782,1.ª Fase,Exterior,Instalado e Verificado
461,R. Prof. Egas Moniz (X) R. Nossa Senhora Assunção,38.873513,-9.078300,2,norte,Vialonga,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180508,1.ª Fase,Exterior,Instalado e Verificado
462,EN10 (Pq. Urbano do Forte da Casa),38.872500,-9.054923,2,norte,Forte da Casa,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180709,1.ª Fase,Exterior,Instalado e Verificado
463,Estr. Arcena Ft. 49,38.903409,-9.047081,2,norte,Alverca do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180113,1.ª Fase,Exterior,Instalado e Verificado
464,Estr. do Apeadeiro (Estação),38.988708,-8.966084,2,norte,Castanheira do Ribatejo,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180313|180314|181006|181007,1.ª Fase,Exterior,Instalado e Verificado
465,R. Eng. Clément Dumoulin (Estação),38.859353,-9.063643,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180504|180503|180529,1.ª Fase,Exterior,Instalado e Verificado
466,Lgo. Forte da Casa (Ft. Pq. Estacionamento),38.874196,-9.055478,2,norte,Forte da Casa,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180543,1.ª Fase,Exterior,Instalado e Verificado
467,R. 24 de Setembro (Pq. Estacionamento),38.876329,-9.088336,2,norte,Vialonga,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180517,1.ª Fase,Exterior,Instalado e Verificado
468,Av. do Marco da IV Légua (X) R. Dq. da Terceira,38.913695,-9.023335,2,norte,Sobralinho,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180061,1.ª Fase,Exterior,Instalado e Verificado
493,R. Alves Redol (Caixa Geral de Depósitos),38.955570,-8.988546,2,norte,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180359,2.ª Fase,Exterior,Instalado e Verificado
494,Av. Marítimos da Póvoa (Linha Ferroviária),38.865052,-9.060312,2,norte,Póvoa de Santa Iria,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180499,2.ª Fase,Exterior,Instalado e Verificado
